1809260002,7L1RLL 68b1e3af5f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c11b6d3748,DL4DTL 309ea008df,EA8BVP1 02e91e207f,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 174619389b,G0MQW2 c4b16efc5d,G0MQW3 6a1edc2691,G3VYZ1 8928a0c209,G3VYZ2 025fb0e790,G3VYZ3 c1f36a8886,G3YXM-600m 42b2ca0f50,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 73dbcf06a9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ebeba9e58,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 806ac586ec,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 e5976eb70c,SA6BSS2 a626e1c1b8,SA6BSS3 0f8fb05d61,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a19ca38e5c,VK3EDW f4b3d214f6,VK2DDI 895372d28b,VE7IGH ae3bd544e5,WD4AH 29b1a9b2cd,WD4ELG-20 501f613abd,WD4ELG-30 79e21d4058,WD4ELG-40 f7e5493043,WD4ELG-80 521a54b2ee,WD4ELG-160 182e50dbd6,W4HBK1 307da7ba03,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m 464cc7692a,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 8787721cb5,WA5DJJ-160m e4030d933b,WA5DJJ-630m 008a6a7382,ZL2IK1 83e6ba051a,ZL2IK2 5522b9cdc3
1809260012,7L1RLL c696c5400f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 8f4de5c6ec,DL4DTL 61cd2c18d7,EA8BVP1 0aeadff15e,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 3dd524903b,G0MQW2 b85a180a7f,G0MQW3 6a1edc2691,G3VYZ1 d278f5ec5e,G3VYZ2 77d631c491,G3VYZ3 7347832b6e,G3YXM-600m 01114694e2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d5c8b147d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 40eefe38bc,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 78f2615eb1,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 30480a8c7c,SA6BSS2 95ba32d24b,SA6BSS3 267c71b78b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 689b4804bd,VK3EDW 88b04ad12f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 1ae9f80dbd,WD4ELG-20 046eee5901,WD4ELG-30 eeab623f4b,WD4ELG-40 1496b3035a,WD4ELG-80 57a285f6b1,WD4ELG-160 6c846a140a,W4HBK1 0deeb58c7e,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 19cec91396,ZL2IK2 5522b9cdc3
1809260022,7L1RLL edddf06f25,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec55da3839,DL4DTL 60019aa332,EA8BVP1 9907e4d0fb,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 2b8995f503,G0MQW2 1ffe01117b,G0MQW3 6a1edc2691,G3VYZ1 d925b81f83,G3VYZ2 9dc8f75c54,G3VYZ3 fb7f0ede41,G3YXM-600m c4c85f0254,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 97ad51c57f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c88d33ca30,LA5GOA 020d5c4ca3,N2NXZ 898a344b66,OK1FCX 1537f6a97c,ON4CDJ a0f4a88ee7,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS 3ab0081b83,SA6BSS1 42f435d245,SA6BSS2 dac181fdb6,SA6BSS3 13876c26e0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6818fde10d,VK3EDW 4809c8a96f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 31c42a8cc3,WD4ELG-20 c5a91466ea,WD4ELG-30 ad1af7b700,WD4ELG-40 76fb9058f1,WD4ELG-80 436967ffdf,WD4ELG-160 03599b37ac,W4HBK1 06b146c46b,W4HBK2 4c8251e969,WA5DJJ-10m a3e26ceb19,WA5DJJ-12m c276a55415,WA5DJJ-15m c005ac94c6,WA5DJJ-17m 92d63bd6d2,WA5DJJ-20m 9173c4524f,WA5DJJ-30m 2c3d00a6d8,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 38f7a34605,ZL2IK2 5522b9cdc3
1809260742,7L1RLL e4bc74a1fa,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 5891c0b1bc,DL4DTL ac5d285495,EA8BVP1 939755afa5,EA8BVP2 aee2e6bf17,F6BAZ 3f4737b88f,G0MQW1 7309adaa43,G0MQW2 d5a3a262b3,G0MQW3 6a1edc2691,G3VYZ1 b94ae0fbfc,G3VYZ2 9970348f01,G3VYZ3 440a193256,G3YXM-600m 9d8da0dbcb,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 15ac6e3146,LA5GOA bc3805259d,N2NXZ 898a344b66,N8NJ 5f5aab6858,OK1FCX 2a7a786a86,ON4CDJ b7e12ec074,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 031c4d4dbb,SA6BSS3 0fd523fdfb,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 568a673a28,VK3EDW 1f83a6f086,VK2DDI 895372d28b,VE7IGH 3ab533d415,WD4AH 00ac9ba15c,WD4ELG-20 c99e464ac0,WD4ELG-30 6257db2bb7,WD4ELG-40 471b00104a,WD4ELG-80 22d38f9791,WD4ELG-160 7241bf350c,W4HBK1 cf66302ef6,W4HBK2 5ff9051831,WA5DJJ-10m a915fd200b,WA5DJJ-12m 8d98a3996f,WA5DJJ-15m acd3d8f710,WA5DJJ-17m 70aa0481ac,WA5DJJ-20m c368473b9f,WA5DJJ-30m 7a972a0b01,WA5DJJ-40m e285bc6bd1,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 5bbd14eecd,WA5DJJ-160m dbf7c252a7,WA5DJJ-630m 13f527a50e,ZL2IK1 0964643545,ZL2IK2 4ef5aab6a0
1809260752,7L1RLL 1d487df3b3,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ed9227bb58,DL4DTL fa2660631a,EA8BVP1 ba64b5d248,EA8BVP2 aee2e6bf17,F6BAZ 3f4737b88f,G0MQW1 d6513abbaa,G0MQW2 d5a3a262b3,G0MQW3 6a1edc2691,G3VYZ1 c22477c03d,G3VYZ2 5488e4f476,G3VYZ3 354cacef11,G3YXM-600m f2554b946a,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 729179c963,LA5GOA 4240278359,N2NXZ 898a344b66,N8NJ 521d2f9822,OK1FCX af9b940022,ON4CDJ b7e12ec074,PA2OHH-30m 10db503170,PA2OHH-40m 7a36f1dca9,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 973ff64df9,SA6BSS3 1ad4ef1362,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 38396aa178,VK3EDW 57ed15a184,VK2DDI 895372d28b,VE7IGH 3ab533d415,WD4AH e470f6f0c5,WD4ELG-20 5b82da9cbd,WD4ELG-30 3b169b30aa,WD4ELG-40 a3221667d0,WD4ELG-80 21c21132d8,WD4ELG-160 50701ad493,W4HBK1 a158eb9c93,W4HBK2 5ff9051831,WA5DJJ-10m a915fd200b,WA5DJJ-12m 8d98a3996f,WA5DJJ-15m acd3d8f710,WA5DJJ-17m 70aa0481ac,WA5DJJ-20m c368473b9f,WA5DJJ-30m 7a972a0b01,WA5DJJ-40m fb8bd077d2,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m c2c7cb44de,WA5DJJ-160m 0069e656f3,WA5DJJ-630m 32fa5c8b34,ZL2IK1 1a4c5c5218,ZL2IK2 4ef5aab6a0
1809260802,7L1RLL 4346e76e36,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 1a702864d0,DL4DTL 5d64546422,EA8BVP1 a43fd271c4,EA8BVP2 7839226692,F6BAZ 3f4737b88f,G0MQW1 de81c9d488,G0MQW2 d41d8cd98f,G0MQW3 6a1edc2691,G3VYZ1 4a03895410,G3VYZ2 8bc1330041,G3VYZ3 4128baccf6,G3YXM-600m ba9665fd05,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 6ea760e830,LA5GOA 4240278359,N2NXZ 898a344b66,N8NJ b0e4de1801,OK1FCX 40df258d70,ON4CDJ 25da3edea4,PA2OHH-30m 10db503170,PA2OHH-40m 7a36f1dca9,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 3cf05432a2,SA6BSS3 ddf3495708,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 052eedd6d0,VK3EDW bef86551c1,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH 76493e0bbb,WD4ELG-20 337c367270,WD4ELG-30 ce2bce3671,WD4ELG-40 f320a2ee14,WD4ELG-80 8c91a1b96e,WD4ELG-160 c2037dc891,W4HBK1 69b842a50d,W4HBK2 b60746f25d,WA5DJJ-10m e37572a5d9,WA5DJJ-12m cb3272d959,WA5DJJ-15m f7f54cdd89,WA5DJJ-17m 095f08dcc4,WA5DJJ-20m 5f51c48f10,WA5DJJ-30m 0dd4c0eafd,WA5DJJ-40m fb8bd077d2,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m c2c7cb44de,WA5DJJ-160m 0069e656f3,WA5DJJ-630m 32fa5c8b34,ZL2IK1 6ccb0f8465,ZL2IK2 21d1064431
1809260812,7L1RLL ca2d563927,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 71b0bb4e3f,DL4DTL 16dea8cf7d,EA8BVP1 39971dfa97,EA8BVP2 7839226692,F6BAZ 3f4737b88f,G0MQW1 1394b5f494,G0MQW2 cf6bde9356,G0MQW3 6a1edc2691,G3VYZ1 846772fd6d,G3VYZ2 dc6de0eb0c,G3VYZ3 c58fca351e,G3YXM-600m 465c51b0ea,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ceb847f06,LA5GOA 28483d21cb,N2NXZ 898a344b66,N8NJ b0e4de1801,OK1FCX 234b348a59,ON4CDJ 25da3edea4,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 ff9a1b2bb4,SA6BSS3 d89ed7fcd9,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 2c69271c4c,VK3EDW 401b17cfbb,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH 19da5a1122,WD4ELG-20 48b06e882a,WD4ELG-30 4287d64300,WD4ELG-40 24e5db4675,WD4ELG-80 aedb53b44c,WD4ELG-160 f2dd64c539,W4HBK1 eb7a1bed5a,W4HBK2 b60746f25d,WA5DJJ-10m e37572a5d9,WA5DJJ-12m cb3272d959,WA5DJJ-15m f7f54cdd89,WA5DJJ-17m 095f08dcc4,WA5DJJ-20m 5f51c48f10,WA5DJJ-30m 0dd4c0eafd,WA5DJJ-40m 69d562b61d,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 3e38d17b13,WA5DJJ-160m 4ef9f7f33c,WA5DJJ-630m 45cf49bee2,ZL2IK1 048e8f3ac2,ZL2IK2 21d1064431
1809260822,7L1RLL cc692f348d,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC cfe67db253,DL4DTL 00832b61de,EA8BVP1 0b879dd253,EA8BVP2 7839226692,F6BAZ 3f4737b88f,G0MQW1 5c65b74f59,G0MQW2 cf6bde9356,G0MQW3 6a1edc2691,G3VYZ1 e7fe5a639b,G3VYZ2 ab513ecff0,G3VYZ3 42095f0e13,G3YXM-600m 135d519aeb,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 5085147b1b,LA5GOA 28483d21cb,N2NXZ 898a344b66,N8NJ b0e4de1801,OK1FCX 6b8738969f,ON4CDJ 7abd798a71,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 fdb391b111,SA6BSS3 f2d98a1d02,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC c4f958d195,VK3EDW 36e381feb0,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH bc684d7bca,WD4ELG-20 aec012edf4,WD4ELG-30 447facfa2d,WD4ELG-40 d04cd06e08,WD4ELG-80 0f3328d7a1,WD4ELG-160 caa76ea752,W4HBK1 a5e3a56946,W4HBK2 b60746f25d,WA5DJJ-10m 14395c6916,WA5DJJ-12m f2d4d67b73,WA5DJJ-15m a177e29722,WA5DJJ-17m 3cf523277a,WA5DJJ-20m cd852f63df,WA5DJJ-30m c1a2cb134f,WA5DJJ-40m 69d562b61d,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 3e38d17b13,WA5DJJ-160m 4ef9f7f33c,WA5DJJ-630m 45cf49bee2,ZL2IK1 f248fdef0a,ZL2IK2 21d1064431
1809260832,7L1RLL 12048e7e81,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c80e9ac1d3,DL4DTL 676fbe28f1,EA8BVP1 a932b60249,EA8BVP2 271de6dd52,F6BAZ 3f4737b88f,G0MQW1 204b7e2cf5,G0MQW2 f9071ceaa5,G0MQW3 6a1edc2691,G3VYZ1 593827d217,G3VYZ2 8d61ffec0d,G3VYZ3 29304ac3f3,G3YXM-600m 05ca45d583,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 734fa0a353,LA5GOA 28483d21cb,N2NXZ 898a344b66,N8NJ 253a62fc81,OK1FCX c63ba17dd7,ON4CDJ 7abd798a71,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 f2eb70fe31,SA6BSS3 85615141ea,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 9ddfade441,VK3EDW f2698e470e,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH 8f9a4c7ab0,WD4ELG-20 a7e6e3c692,WD4ELG-30 614e1b814b,WD4ELG-40 920db3bb2a,WD4ELG-80 89901b955e,WD4ELG-160 7e66d6fff0,W4HBK1 763152c051,W4HBK2 7ae6d2ca9f,WA5DJJ-10m 14395c6916,WA5DJJ-12m f2d4d67b73,WA5DJJ-15m a177e29722,WA5DJJ-17m 3cf523277a,WA5DJJ-20m cd852f63df,WA5DJJ-30m c1a2cb134f,WA5DJJ-40m 300acda7b2,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m dabe95aea2,WA5DJJ-160m 2fa1cede18,WA5DJJ-630m 191fefa192,ZL2IK1 89565a638a,ZL2IK2 ac92f92475
1809260842,7L1RLL 9943f8a53d,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC f943aad2b9,DL4DTL c4a2308d03,EA8BVP1 472e94a9d5,EA8BVP2 271de6dd52,F6BAZ 3f4737b88f,G0MQW1 1d53c8ebc4,G0MQW2 f9071ceaa5,G0MQW3 6a1edc2691,G3VYZ1 ba5d2a9980,G3VYZ2 57154a1989,G3VYZ3 508d6febaf,G3YXM-600m cc9a2ead63,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 233008e927,LA5GOA 5345b24906,N2NXZ 898a344b66,N8NJ 146d59684a,OK1FCX 34ae845636,ON4CDJ 90bcada65e,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 180f848814,SA6BSS3 ce5ec39a04,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 34ba33908d,VK3EDW a24220d4c8,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH e9c9fa2034,WD4ELG-20 b156f6d3e2,WD4ELG-30 c36bc9c7ce,WD4ELG-40 3f7479c716,WD4ELG-80 7f87cd9dd3,WD4ELG-160 f95924f285,W4HBK1 0f1018cc49,W4HBK2 7ae6d2ca9f,WA5DJJ-10m 13367da838,WA5DJJ-12m 263db015fa,WA5DJJ-15m 4b5707ff78,WA5DJJ-17m 1ebb06269f,WA5DJJ-20m 79cf84ab44,WA5DJJ-30m 1e2b1b0202,WA5DJJ-40m 300acda7b2,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m dabe95aea2,WA5DJJ-160m 2fa1cede18,WA5DJJ-630m 191fefa192,ZL2IK1 86b6151740,ZL2IK2 ac92f92475
1809260852,7L1RLL cc806660a3,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 563280848a,DL4DTL 0faefade54,EA8BVP1 8b0dda8abc,EA8BVP2 271de6dd52,F6BAZ 3f4737b88f,G0MQW1 38ba934796,G0MQW2 d3c42c9d58,G0MQW3 6a1edc2691,G3VYZ1 02c9b60a30,G3VYZ2 f5599f944b,G3VYZ3 7b974717c5,G3YXM-600m 46a5efdadd,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L f0b40aa80b,LA5GOA 5345b24906,N2NXZ 898a344b66,N8NJ bf28d8c1d5,OK1FCX 811a95ac5c,ON4CDJ 90bcada65e,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 9dbe99bf37,SA6BSS3 17d65db410,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 78774aada0,VK3EDW 9aa43237f1,VK2DDI 895372d28b,VE7IGH dc2ff542ec,WD4AH 86b7bac852,WD4ELG-20 236bf00c94,WD4ELG-30 90c8bddccd,WD4ELG-40 00c5ca9e72,WD4ELG-80 e4d828170a,WD4ELG-160 d924356731,W4HBK1 32cd35e868,W4HBK2 7ae6d2ca9f,WA5DJJ-10m 13367da838,WA5DJJ-12m 263db015fa,WA5DJJ-15m 4b5707ff78,WA5DJJ-17m 1ebb06269f,WA5DJJ-20m 79cf84ab44,WA5DJJ-30m 1e2b1b0202,WA5DJJ-40m f6b0373a32,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m bc60568f50,WA5DJJ-160m 7074531315,WA5DJJ-630m d6b33d678a,ZL2IK1 026e8f747c,ZL2IK2 ac92f92475
1809260902,7L1RLL 48419c80ef,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 26ac8abf62,DL4DTL 09df627634,EA8BVP1 bead66797c,EA8BVP2 d12a1215d7,F6BAZ 3f4737b88f,G0MQW1 3d7163ec26,G0MQW2 c6fe999f9c,G0MQW3 6a1edc2691,G3VYZ1 3182fb2881,G3VYZ2 d1551e8ba8,G3VYZ3 59e00944a9,G3YXM-600m b8f4170814,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 75eca83537,LA5GOA 88b34c697a,N2NXZ 898a344b66,N8NJ c5bd15d4d5,OK1FCX 69431e5f8a,ON4CDJ dd7dca6686,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 5e8a643ce8,SA6BSS3 44aa814704,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 3db3f1f731,VK3EDW 03131cc414,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH 96a523881a,WD4ELG-20 f98be732d7,WD4ELG-30 177d335f74,WD4ELG-40 e8cfdeee7b,WD4ELG-80 492d249411,WD4ELG-160 9d2bf30949,W4HBK1 bef1bad33c,W4HBK2 87af6d2363,WA5DJJ-10m 218544193b,WA5DJJ-12m 1b16757559,WA5DJJ-15m 936e5173bd,WA5DJJ-17m 274cea6bb5,WA5DJJ-20m fa36c5ed2f,WA5DJJ-30m 6b74273a10,WA5DJJ-40m f6b0373a32,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m bc60568f50,WA5DJJ-160m 7074531315,WA5DJJ-630m d6b33d678a,ZL2IK1 945362450b,ZL2IK2 4faf03181d
1809260912,7L1RLL 2ce44716ff,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ae15d22cc3,DL4DTL e4e9adb47b,EA8BVP1 333503a92f,EA8BVP2 d12a1215d7,F6BAZ 3f4737b88f,G0MQW1 4786590720,G0MQW2 3bd1ebe284,G0MQW3 6a1edc2691,G3VYZ1 0db691ee08,G3VYZ2 83203cc48a,G3VYZ3 2d38ac0843,G3YXM-600m a768a0fb3f,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 70b4732d61,LA5GOA 88b34c697a,N2NXZ 898a344b66,N8NJ d3687e7a22,OK1FCX 1e7cb0a85a,ON4CDJ dd7dca6686,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 58d6476a99,SA6BSS3 dfcbafc1ce,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 87de2e56e9,VK3EDW 7653a35045,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH 6449680d9f,WD4ELG-20 740765bc3f,WD4ELG-30 1911691aa4,WD4ELG-40 4023c8195a,WD4ELG-80 0b5c6f9866,WD4ELG-160 3a7a30b3f7,W4HBK1 8bf3555a9f,W4HBK2 87af6d2363,WA5DJJ-10m 218544193b,WA5DJJ-12m 1b16757559,WA5DJJ-15m 936e5173bd,WA5DJJ-17m 274cea6bb5,WA5DJJ-20m fa36c5ed2f,WA5DJJ-30m 6b74273a10,WA5DJJ-40m 5bf12e6400,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e777bdeb79,WA5DJJ-160m 1b06250a47,WA5DJJ-630m 4cf4ed7b4f,ZL2IK1 2dee8785a9,ZL2IK2 4faf03181d
1809260922,7L1RLL c13d8bf525,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c97ce8b547,DL4DTL 0f6dd0a2de,EA8BVP1 e7522fe538,EA8BVP2 d12a1215d7,F6BAZ 3f4737b88f,G0MQW1 89f78a01f2,G0MQW2 0be0af4af2,G0MQW3 6a1edc2691,G3VYZ1 9376107340,G3VYZ2 a9d36671aa,G3VYZ3 45d364d8fe,G3YXM-600m cf26fb0ccf,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L e29a9e29c4,LA5GOA cc451cd655,N2NXZ 898a344b66,N8NJ 93817ef946,OK1FCX 2af4b71f52,ON4CDJ 7b3e9e81da,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 b402886d23,SA6BSS3 1b3d9960f7,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d41d8cd98f,VK3EDW a8f7d1dde7,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH e304fef4c4,WD4ELG-20 ef9b528a07,WD4ELG-30 3e00034ec1,WD4ELG-40 51dbce276b,WD4ELG-80 2433a6377e,WD4ELG-160 082d73c60b,W4HBK1 de323c021d,W4HBK2 87af6d2363,WA5DJJ-10m b2100e47aa,WA5DJJ-12m 0dac8315bb,WA5DJJ-15m fa4c4e5d0e,WA5DJJ-17m 1ca8772964,WA5DJJ-20m 41407ec24e,WA5DJJ-30m 6f57df51a8,WA5DJJ-40m 5bf12e6400,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e777bdeb79,WA5DJJ-160m 1b06250a47,WA5DJJ-630m 4cf4ed7b4f,ZL2IK1 0b2c3e48d6,ZL2IK2 4faf03181d
